PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25832052","The use of atlas registration and graph cuts for prostate segmentation in magnetic resonance images","Korsager AS, Fortunati V, van der Lijn F, Carl J, Niessen W, Østergaard LR, van Walsum T.","Med Phys. 2015 Apr;42(4):1614-24. doi: 10.1118/1.4914379.","Korsager AS","Med Phys","2015","2015/04/03","","","10.1118/1.4914379"
"25832051","Comparison of film measurements and Monte Carlo simulations of dose delivered with very high-energy electron beams in a polystyrene phantom","Bazalova-Carter M, Liu M, Palma B, Dunning M, McCormick D, Hemsing E, Nelson J, Jobe K, Colby E, Koong AC, Tantawi S, Dolgashev V, Maxim PG, Loo BW Jr.","Med Phys. 2015 Apr;42(4):1606-13. doi: 10.1118/1.4914371.","Bazalova-Carter M","Med Phys","2015","2015/04/03","","","10.1118/1.4914371"
"25832050","Patch-based generation of a pseudo CT from conventional MRI sequences for MRI-only radiotherapy of the brain","Andreasen D, Van Leemput K, Hansen RH, Andersen JA, Edmund JM.","Med Phys. 2015 Apr;42(4):1596-605. doi: 10.1118/1.4914158.","Andreasen D","Med Phys","2015","2015/04/03","","","10.1118/1.4914158"
"25832049","Models for predicting objective function weights in prostate cancer IMRT","Boutilier JJ, Lee T, Craig T, Sharpe MB, Chan TC.","Med Phys. 2015 Apr;42(4):1586-95. doi: 10.1118/1.4914140.","Boutilier JJ","Med Phys","2015","2015/04/03","","","10.1118/1.4914140"
"25832048","Prospective estimation of organ dose in CT under tube current modulation","Tian X, Li X, Segars WP, Frush DP, Samei E.","Med Phys. 2015 Apr;42(4):1575-85. doi: 10.1118/1.4907955.","Tian X","Med Phys","2015","2015/04/03","PMC4379759","","10.1118/1.4907955"
"25832047","Development of a phantom to validate high-dose-rate brachytherapy treatment planning systems with heterogeneous algorithms","Moura ES, Micka JA, Hammer CG, Culberson WS, DeWerd LA, Rostelato ME, Zeituni CA.","Med Phys. 2015 Apr;42(4):1566-74. doi: 10.1118/1.4914390.","Moura ES","Med Phys","2015","2015/04/03","","","10.1118/1.4914390"
"25832046","X-ray computed tomography using curvelet sparse regularization","Wieczorek M, Frikel J, Vogel J, Eggl E, Kopp F, Noël PB, Pfeiffer F, Demaret L, Lasser T.","Med Phys. 2015 Apr;42(4):1555-65. doi: 10.1118/1.4914368.","Wieczorek M","Med Phys","2015","2015/04/03","","","10.1118/1.4914368"
"25832045","Ion chamber absorbed dose calibration coefficients, N(D,w), measured at ADCLs: distribution analysis and stability","Muir BR.","Med Phys. 2015 Apr;42(4):1546-54. doi: 10.1118/1.4914381.","Muir BR","Med Phys","2015","2015/04/03","","","10.1118/1.4914381"
"25832044","Robustness of sweeping-window arc therapy treatment sequences against intrafractional tumor motion","Fleckenstein J, Hesser J, Wenz F, Lohr F.","Med Phys. 2015 Apr;42(4):1538-45. doi: 10.1118/1.4914166.","Fleckenstein J","Med Phys","2015","2015/04/03","","","10.1118/1.4914166"
"25832043","Dosimetric characteristics of the novel 2D ionization chamber array OCTAVIUS Detector 1500","Stelljes TS, Harmeyer A, Reuter J, Looe HK, Chofor N, Harder D, Poppe B.","Med Phys. 2015 Apr;42(4):1528-37. doi: 10.1118/1.4914151.","Stelljes TS","Med Phys","2015","2015/04/03","","","10.1118/1.4914151"
"25832042","Head phantoms for transcranial focused ultrasound","Eames MD, Farnum M, Khaled M, Elias WJ, Hananel A, Snell JW, Kassell NF, Aubry JF.","Med Phys. 2015 Apr;42(4):1518-27. doi: 10.1118/1.4907959.","Eames MD","Med Phys","2015","2015/04/03","","","10.1118/1.4907959"
"25832041","GPU-accelerated regularized iterative reconstruction for few-view cone beam CT","Matenine D, Goussard Y, Després P.","Med Phys. 2015 Apr;42(4):1505-17. doi: 10.1118/1.4914143.","Matenine D","Med Phys","2015","2015/04/03","","","10.1118/1.4914143"
"25832040","Computer-aided detection of breast cancers using Haar-like features in automated 3D breast ultrasound","Tan T, Mordang JJ, van Zelst J, Grivegnée A, Gubern-Mérida A, Melendez J, Mann RM, Zhang W, Platel B, Karssemeijer N.","Med Phys. 2015 Apr;42(4):1498-504. doi: 10.1118/1.4914162.","Tan T","Med Phys","2015","2015/04/03","","","10.1118/1.4914162"
"25832039","A deformable head and neck phantom with in-vivo dosimetry for adaptive radiotherapy quality assurance","Graves YJ, Smith AA, Mcilvena D, Manilay Z, Lai YK, Rice R, Mell L, Jia X, Jiang SB, Cerviño L.","Med Phys. 2015 Apr;42(4):1490-7. doi: 10.1118/1.4908205.","Graves YJ","Med Phys","2015","2015/04/03","","","10.1118/1.4908205"
"25832038","Large scale validation of the M5L lung CAD on heterogeneous CT datasets","Torres EL, Fiorina E, Pennazio F, Peroni C, Saletta M, Camarlinghi N, Fantacci ME, Cerello P.","Med Phys. 2015 Apr;42(4):1477-89. doi: 10.1118/1.4907970.","Torres EL","Med Phys","2015","2015/04/03","PMC5148101","","10.1118/1.4907970"
"25832037","Point/counterpoint. GPU technology is the hope for near real-time Monte Carlo dose calculations","Jia X, George Xu X, Orton CG.","Med Phys. 2015 Apr;42(4):1474-6. doi: 10.1118/1.4903901.","Jia X","Med Phys","2015","2015/04/03","","","10.1118/1.4903901"
"25832036","Tribute to Penny Slattery (1962-2015)","Hendee W, Keyser A, Orton C, Williamson J.","Med Phys. 2015 Apr;42(4):1473. doi: 10.1118/1.4915249.","Hendee W","Med Phys","2015","2015/04/03","","","10.1118/1.4915249"
"25771561","Application of the diagnostic radiological index of protection to protective garments","Pasciak AS, Jones AK, Wagner LK.","Med Phys. 2015 Feb;42(2):653-62. doi: 10.1118/1.4905165.","Pasciak AS","Med Phys","2015","2015/03/17","","","10.1118/1.4905165"
"25771560","Local patient dose diagnostic reference levels in pediatric interventional cardiology in Chile using age bands and patient weight values","Ubeda C, Miranda P, Vano E.","Med Phys. 2015 Feb;42(2):615-22. doi: 10.1118/1.4905116.","Ubeda C","Med Phys","2015","2015/03/17","","","10.1118/1.4905116"
"25771559","Dose reduction of scattered photons from concrete walls lined with lead: Implications for improvement in design of megavoltage radiation therapy facility mazes","Al-Affan IA, Hugtenburg RP, Bari DS, Al-Saleh WM, Piliero M, Evans S, Al-Hasan M, Al-Zughul B, Al-Kharouf S, Ghaith A.","Med Phys. 2015 Feb;42(2):606-14. doi: 10.1118/1.4905100.","Al-Affan IA","Med Phys","2015","2015/03/17","","","10.1118/1.4905100"
"25771558","Computer aided wireless capsule endoscopy video segmentation","Li B, Xu G, Zhou R, Wang T.","Med Phys. 2015 Feb;42(2):645-52. doi: 10.1118/1.4905164.","Li B","Med Phys","2015","2015/03/17","","","10.1118/1.4905164"
"25771557","Light output measurements and computational models of microcolumnar CsI scintillators for x-ray imaging","Nillius P, Klamra W, Sibczynski P, Sharma D, Danielsson M, Badano A.","Med Phys. 2015 Feb;42(2):600-5. doi: 10.1118/1.4905096.","Nillius P","Med Phys","2015","2015/03/17","","","10.1118/1.4905096"
"25771556","The evaluation of a 2D diode array in “magic phantom” for use in high dose rate brachytherapy pretreatment quality assurance","Espinoza A, Petasecca M, Fuduli I, Howie A, Bucci J, Corde S, Jackson M, Lerch ML, Rosenfelda AB.","Med Phys. 2015 Feb;42(2):663-73. doi: 10.1118/1.4905233.","Espinoza A","Med Phys","2015","2015/03/17","","","10.1118/1.4905233"
"25735299","3D high spectral and spatial resolution imaging of ex vivo mouse brain","Foxley S, Domowicz M, Karczmar GS, Schwartz N.","Med Phys. 2015 Mar;42(3):1463-72. doi: 10.1118/1.4908203.","Foxley S","Med Phys","2015","2015/03/05","PMC5148176","","10.1118/1.4908203"
"25735298","Bowtie filters for dedicated breast CT: theory and computational implementation","Kontson K, Jennings RJ.","Med Phys. 2015 Mar;42(3):1453-62. doi: 10.1118/1.4908002.","Kontson K","Med Phys","2015","2015/03/05","PMC6713901","NIHMS1047473","10.1118/1.4908002"
"25735297","Detection of microcalcifications by characteristic magnetic susceptibility effects using MR phase image cross-correlation analysis","Baheza RA, Welch EB, Gochberg DF, Sanders M, Harvey S, Gore JC, Yankeelov TE.","Med Phys. 2015 Mar;42(3):1436-52. doi: 10.1118/1.4908009.","Baheza RA","Med Phys","2015","2015/03/05","PMC4344475","","10.1118/1.4908009"
"25735296","Segmentation of myocardium from cardiac MR images using a novel dynamic programming based segmentation method","Qian X, Lin Y, Zhao Y, Wang J, Liu J, Zhuang X.","Med Phys. 2015 Mar;42(3):1424-35. doi: 10.1118/1.4907993.","Qian X","Med Phys","2015","2015/03/05","","","10.1118/1.4907993"
"25735295","Monitoring local heating around an interventional MRI antenna with RF radiometry","Ertürk MA, El-Sharkawy AM, Bottomley PA.","Med Phys. 2015 Mar;42(3):1411-23. doi: 10.1118/1.4907960.","Ertürk MA","Med Phys","2015","2015/03/05","PMC4344468","","10.1118/1.4907960"
"25735294","Recovery and normalization of triple coincidences in PET","Lage E, Parot V, Moore SC, Sitek A, Udías JM, Dave SR, Park MA, Vaquero JJ, Herraiz JL.","Med Phys. 2015 Mar;42(3):1398-410. doi: 10.1118/1.4908226.","Lage E","Med Phys","2015","2015/03/05","","","10.1118/1.4908226"
"25735293","Optothermal profile of an ablation catheter with integrated microcoil for MR-thermometry during Nd:YAG laser interstitial thermal therapies of the liver—an in-vitro experimental and theoretical study","Kardoulaki EM, Syms RR, Young IR, Choonee K, Rea M, Gedroyc WM.","Med Phys. 2015 Mar;42(3):1389-97. doi: 10.1118/1.4908225.","Kardoulaki EM","Med Phys","2015","2015/03/05","PMC4344472","","10.1118/1.4908225"
"25735292","Initial implementation of the conversion from the energy-subtracted CT number to electron density in tissue inhomogeneity corrections: an anthropomorphic phantom study of radiotherapy treatment planning","Tsukihara M, Noto Y, Sasamoto R, Hayakawa T, Saito M.","Med Phys. 2015 Mar;42(3):1378-88. doi: 10.1118/1.4908207.","Tsukihara M","Med Phys","2015","2015/03/05","","","10.1118/1.4908207"
"25735291","Optimization approaches to volumetric modulated arc therapy planning","Unkelbach J, Bortfeld T, Craft D, Alber M, Bangert M, Bokrantz R, Chen D, Li R, Xing L, Men C, Nill S, Papp D, Romeijn E, Salari E.","Med Phys. 2015 Mar;42(3):1367-77. doi: 10.1118/1.4908224.","Unkelbach J","Med Phys","2015","2015/03/05","PMC5148175","","10.1118/1.4908224"
"25735290","Investigating CT to CBCT image registration for head and neck proton therapy as a tool for daily dose recalculation","Landry G, Nijhuis R, Dedes G, Handrack J, Thieke C, Janssens G, Orban de Xivry J, Reiner M, Kamp F, Wilkens JJ, Paganelli C, Riboldi M, Baroni G, Ganswindt U, Belka C, Parodi K.","Med Phys. 2015 Mar;42(3):1354-66. doi: 10.1118/1.4908223.","Landry G","Med Phys","2015","2015/03/05","","","10.1118/1.4908223"
"25735289","IBEX: an open infrastructure software platform to facilitate collaborative work in radiomics","Zhang L, Fried DV, Fave XJ, Hunter LA, Yang J, Court LE.","Med Phys. 2015 Mar;42(3):1341-53. doi: 10.1118/1.4908210.","Zhang L","Med Phys","2015","2015/03/05","PMC5148126","","10.1118/1.4908210"
"25735288","Impact of range shifter material on proton pencil beam spot characteristics","Shen J, Liu W, Anand A, Stoker JB, Ding X, Fatyga M, Herman MG, Bues M.","Med Phys. 2015 Mar;42(3):1335-40. doi: 10.1118/1.4908208.","Shen J","Med Phys","2015","2015/03/05","PMC5148134","","10.1118/1.4908208"
"25735287","A method for modeling laterally asymmetric proton beamlets resulting from collimation","Gelover E, Wang D, Hill PM, Flynn RT, Gao M, Laub S, Pankuch M, Hyer DE.","Med Phys. 2015 Mar;42(3):1321-34. doi: 10.1118/1.4907965.","Gelover E","Med Phys","2015","2015/03/05","PMC5360162","","10.1118/1.4907965"
"25735286","Sinogram restoration in computed tomography with an edge-preserving penalty","Little KJ, La Rivière PJ.","Med Phys. 2015 Mar;42(3):1307-20. doi: 10.1118/1.4907968.","Little KJ","Med Phys","2015","2015/03/05","PMC4344471","","10.1118/1.4907968"
"25735285","Monitoring tumor state from thermal images in animal and human models","Tepper M, Gannot I.","Med Phys. 2015 Mar;42(3):1297-306. doi: 10.1118/1.4907967.","Tepper M","Med Phys","2015","2015/03/05","","","10.1118/1.4907967"
"25735284","Model-based versus specific dosimetry in diagnostic context: comparison of three dosimetric approaches","Marcatili S, Villoing D, Mauxion T, McParland BJ, Bardiès M.","Med Phys. 2015 Mar;42(3):1288-96. doi: 10.1118/1.4907957.","Marcatili S","Med Phys","2015","2015/03/05","","","10.1118/1.4907957"
"25735283","Comparison between target margins derived from 4DCT scans and real-time tumor motion tracking: insights from lung tumor patients treated with robotic radiosurgery","Descovich M, McGuinness C, Kannarunimit D, Chen J, Pinnaduwage D, Pouliot J, Kased N, Gottschalk AR, Yom SS.","Med Phys. 2015 Mar;42(3):1280-7. doi: 10.1118/1.4907956.","Descovich M","Med Phys","2015","2015/03/05","","","10.1118/1.4907956"
"25735282","Characterizing energy dependence and count rate performance of a dual scintillator fiber-optic detector for computed tomography","Hoerner MR, Stepusin EJ, Hyer DE, Hintenlang DE.","Med Phys. 2015 Mar;42(3):1268-79. doi: 10.1118/1.4906206.","Hoerner MR","Med Phys","2015","2015/03/05","","","10.1118/1.4906206"
"25735281","Measuring interfraction and intrafraction lung function changes during radiation therapy using four-dimensional cone beam CT ventilation imaging","Kipritidis J, Hugo G, Weiss E, Williamson J, Keall PJ.","Med Phys. 2015 Mar;42(3):1255-67. doi: 10.1118/1.4907991.","Kipritidis J","Med Phys","2015","2015/03/05","PMC4336263","","10.1118/1.4907991"
"25735280","Pulmonary nodule detection in CT images based on shape constraint CV model","Wang B, Tian X, Wang Q, Yang Y, Xie H, Zhang S, Gu L.","Med Phys. 2015 Mar;42(3):1241-54. doi: 10.1118/1.4907961.","Wang B","Med Phys","2015","2015/03/05","","","10.1118/1.4907961"
"25735279","Patient position alters attenuation effects in multipinhole cardiac SPECT","Timmins R, Ruddy TD, Wells RG.","Med Phys. 2015 Mar;42(3):1233-40. doi: 10.1118/1.4908015.","Timmins R","Med Phys","2015","2015/03/05","","","10.1118/1.4908015"
"25735278","Fast, automatic, and accurate catheter reconstruction in HDR brachytherapy using an electromagnetic 3D tracking system","Poulin E, Racine E, Binnekamp D, Beaulieu L.","Med Phys. 2015 Mar;42(3):1227-32. doi: 10.1118/1.4908011.","Poulin E","Med Phys","2015","2015/03/05","","","10.1118/1.4908011"
"25735277","Development of solid-state avalanche amorphous selenium for medical imaging","Scheuermann JR, Goldan AH, Tousignant O, Léveillé S, Zhao W.","Med Phys. 2015 Mar;42(3):1223-6. doi: 10.1118/1.4907971.","Scheuermann JR","Med Phys","2015","2015/03/05","PMC4336255","","10.1118/1.4907971"
"25735276","Computer aided detection of surgical retained foreign object for prevention","Hadjiiski L, Marentis TC, Chaudhury AR, Rondon L, Chronis N, Chan HP.","Med Phys. 2015 Mar;42(3):1213-22. doi: 10.1118/1.4907964.","Hadjiiski L","Med Phys","2015","2015/03/05","","","10.1118/1.4907964"
"25735275","Image quality dependency on system configuration and tube voltage in chest tomosynthesis—a visual grading study using an anthropomorphic chest phantom","Söderman C, Asplund S, Allansdotter Johnsson Å, Vikgren J, Rossi Norrlund R, Molnar D, Svalkvist A, Gunnar Månsson L, Båth M.","Med Phys. 2015 Mar;42(3):1200-12. doi: 10.1118/1.4907963.","Söderman C","Med Phys","2015","2015/03/05","","","10.1118/1.4907963"
"25735274","Verification and compensation of respiratory motion using an ultrasound imaging system","Chuang HC, Hsu HY, Chiu WH, Tien DC, Wu RH, Hsu CH.","Med Phys. 2015 Mar;42(3):1193-9. doi: 10.1118/1.4907958.","Chuang HC","Med Phys","2015","2015/03/05","","","10.1118/1.4907958"
"25735273","Measurements of isocenter path characteristics of the gantry rotation axis with a smartphone application","Schiefer H, Ingulfsen N, Kluckert J, Peters S, Plasswilm L.","Med Phys. 2015 Mar;42(3):1184-92. doi: 10.1118/1.4906248.","Schiefer H","Med Phys","2015","2015/03/05","","","10.1118/1.4906248"
"25735272","Clinical evaluation of the iterative metal artifact reduction algorithm for CT simulation in radiotherapy","Axente M, Paidi A, Von Eyben R, Zeng C, Bani-Hashemi A, Krauss A, Hristov D.","Med Phys. 2015 Mar;42(3):1170-83. doi: 10.1118/1.4906245.","Axente M","Med Phys","2015","2015/03/05","","","10.1118/1.4906245"
"25735271","Objective function to obtain multiple representative waveforms for a novel helical CT scan protocol","Ruan D, Thomas D, Low DA.","Med Phys. 2015 Mar;42(3):1164-9. doi: 10.1118/1.4906128.","Ruan D","Med Phys","2015","2015/03/05","PMC4327915","","10.1118/1.4906128"
"25735270","Multiattribute probabilistic prostate elastic registration (MAPPER): application to fusion of ultrasound and magnetic resonance imaging","Sparks R, Bloch BN, Feleppa E, Barratt D, Moses D, Ponsky L, Madabhushi A.","Med Phys. 2015 Mar;42(3):1153-63. doi: 10.1118/1.4905104.","Sparks R","Med Phys","2015","2015/03/05","PMC4327921","","10.1118/1.4905104"
"25735269","Point/counterpoint. Radiotherapy is an appropriate treatment to consider for patients infected with the Ebola virus","Ngwa WF, Teboh R, Orton CG.","Med Phys. 2015 Mar;42(3):1149-52. doi: 10.1118/1.4903900.","Ngwa WF","Med Phys","2015","2015/03/05","PMC5148149","","10.1118/1.4903900"
"25652524","Sparse-view proton computed tomography using modulated proton beams","Lee J, Kim C, Min B, Kwak J, Park S, Lee SB, Park S, Cho S.","Med Phys. 2015 Feb;42(2):1129-37. doi: 10.1118/1.4906133.","Lee J","Med Phys","2015","2015/02/06","","","10.1118/1.4906133"
"25652523","Targeting mitochondria in cancer cells using gold nanoparticle-enhanced radiotherapy: a Monte Carlo study","Kirkby C, Ghasroddashti E.","Med Phys. 2015 Feb;42(2):1119-28. doi: 10.1118/1.4906192.","Kirkby C","Med Phys","2015","2015/02/06","","","10.1118/1.4906192"
"25652522","A computational model to generate simulated three-dimensional breast masses","de Sisternes L, Brankov JG, Zysk AM, Schmidt RA, Nishikawa RM, Wernick MN.","Med Phys. 2015 Feb;42(2):1098-118. doi: 10.1118/1.4905232.","de Sisternes L","Med Phys","2015","2015/02/06","PMC4320152","","10.1118/1.4905232"
"25652521","Accelerated acquisition of tagged MRI for cardiac motion correction in simultaneous PET-MR: phantom and patient studies","Huang C, Petibon Y, Ouyang J, Reese TG, Ahlman MA, Bluemke DA, El Fakhri G.","Med Phys. 2015 Feb;42(2):1087-97. doi: 10.1118/1.4906247.","Huang C","Med Phys","2015","2015/02/06","PMC4312342","","10.1118/1.4906247"
"25652520","Accuracy of Monte Carlo simulations compared to in-vivo MDCT dosimetry","Bostani M, Mueller JW, McMillan K, Cody DD, Cagnon CH, DeMarco JJ, McNitt-Gray MF.","Med Phys. 2015 Feb;42(2):1080-6. doi: 10.1118/1.4906178.","Bostani M","Med Phys","2015","2015/02/06","PMC6961697","","10.1118/1.4906178"
"25652519","Development of a 3D optical scanning-based automatic quality assurance system for proton range compensators","Kim M, Ju SG, Chung K, Hong CS, Kim J, Kim J, Ahn SH, Jung SH, Han Y, Chung Y, Cho S, Shin D, Choi DH.","Med Phys. 2015 Feb;42(2):1071-9. doi: 10.1118/1.4906131.","Kim M","Med Phys","2015","2015/02/06","","","10.1118/1.4906131"
"25652518","Improved dosimetry for targeted radionuclide therapy using nonrigid registration on sequential SPECT images","Ao EC, Wu NY, Wang SJ, Song N, Mok GS.","Med Phys. 2015 Feb;42(2):1060-70. doi: 10.1118/1.4906242.","Ao EC","Med Phys","2015","2015/02/06","","","10.1118/1.4906242"
"25652517","Automated contouring error detection based on supervised geometric attribute distribution models for radiation therapy: a general strategy","Chen HC, Tan J, Dolly S, Kavanaugh J, Anastasio MA, Low DA, Li HH, Altman M, Gay H, Thorstad WL, Mutic S, Li H.","Med Phys. 2015 Feb;42(2):1048-59. doi: 10.1118/1.4906197.","Chen HC","Med Phys","2015","2015/02/06","","","10.1118/1.4906197"
"25652516","Assessment of potential advantages of relevant ions for particle therapy: a model based study","Grün R, Friedrich T, Krämer M, Zink K, Durante M, Engenhart-Cabillic R, Scholz M.","Med Phys. 2015 Feb;42(2):1037-47. doi: 10.1118/1.4905374.","Grün R","Med Phys","2015","2015/02/06","","","10.1118/1.4905374"
"25652515","Dual energy CT: how well can pseudo-monochromatic imaging reduce metal artifacts?","Kuchenbecker S, Faby S, Sawall S, Lell M, Kachelrieß M.","Med Phys. 2015 Feb;42(2):1023-36. doi: 10.1118/1.4905106.","Kuchenbecker S","Med Phys","2015","2015/02/06","","","10.1118/1.4905106"
"25652514","Simultaneous beam sampling and aperture shape optimization for SPORT","Zarepisheh M, Li R, Ye Y, Xing L.","Med Phys. 2015 Feb;42(2):1012-22. doi: 10.1118/1.4906253.","Zarepisheh M","Med Phys","2015","2015/02/06","PMC5148172","","10.1118/1.4906253"
"25652513","Patient feature based dosimetric Pareto front prediction in esophageal cancer radiotherapy","Wang J, Jin X, Zhao K, Peng J, Xie J, Chen J, Zhang Z, Studenski M, Hu W.","Med Phys. 2015 Feb;42(2):1005-11. doi: 10.1118/1.4906252.","Wang J","Med Phys","2015","2015/02/06","","","10.1118/1.4906252"
"25652512","Camera selection for real-time in vivo radiation treatment verification systems using Cherenkov imaging","Andreozzi JM, Zhang R, Glaser AK, Jarvis LA, Pogue BW, Gladstone DJ.","Med Phys. 2015 Feb;42(2):994-1004. doi: 10.1118/1.4906249.","Andreozzi JM","Med Phys","2015","2015/02/06","PMC4312350","","10.1118/1.4906249"
"25652511","Characterization of cardiac quiescence from retrospective cardiac computed tomography using a correlation-based phase-to-phase deviation measure","Wick CA, McClellan JH, Arepalli CD, Auffermann WF, Henry TS, Khosa F, Coy AM, Tridandapani S.","Med Phys. 2015 Feb;42(2):983-93. doi: 10.1118/1.4906246.","Wick CA","Med Phys","2015","2015/02/06","PMC4312345","","10.1118/1.4906246"
"25652510","On effective dose for radiotherapy based on doses to nontarget organs and tissues","Uselmann AJ, Thomadsen BR.","Med Phys. 2015 Feb;42(2):977-82. doi: 10.1118/1.4906190.","Uselmann AJ","Med Phys","2015","2015/02/06","","","10.1118/1.4906190"
"25652509","In vivo demonstration of magnetic guidewire steerability in a MRI system with additional gradient coils","Lalande V, Gosselin FP, Vonthron M, Conan B, Tremblay C, Beaudoin G, Soulez G, Martel S.","Med Phys. 2015 Feb;42(2):969-76. doi: 10.1118/1.4906194.","Lalande V","Med Phys","2015","2015/02/06","","","10.1118/1.4906194"
"25652508","Attenuation-based size metric for estimating organ dose to patients undergoing tube current modulated CT exams","Bostani M, McMillan K, Lu P, Kim HJ, Cagnon CH, DeMarco JJ, McNitt-Gray MF.","Med Phys. 2015 Feb;42(2):958-68. doi: 10.1118/1.4906132.","Bostani M","Med Phys","2015","2015/02/06","PMC6961670","","10.1118/1.4906132"
"25652507","Suitability of poroelastic and viscoelastic mechanical models for high and low frequency MR elastography","McGarry MD, Johnson CL, Sutton BP, Georgiadis JG, Van Houten EE, Pattison AJ, Weaver JB, Paulsen KD.","Med Phys. 2015 Feb;42(2):947-57. doi: 10.1118/1.4905048.","McGarry MD","Med Phys","2015","2015/02/06","PMC4312344","","10.1118/1.4905048"
"25652506","Feasibility of RACT for 3D dose measurement and range verification in a water phantom","Alsanea F, Moskvin V, Stantz KM.","Med Phys. 2015 Feb;42(2):937-46. doi: 10.1118/1.4906241.","Alsanea F","Med Phys","2015","2015/02/06","","","10.1118/1.4906241"
"25652505","Breast dosimetry in transverse and longitudinal field MRI-Linac radiotherapy systems","Mahdavi SR, Esmaeeli AD, Pouladian M, Monfared AS, Sardari D, Bagheri S.","Med Phys. 2015 Feb;42(2):925-36. doi: 10.1118/1.4906193.","Mahdavi SR","Med Phys","2015","2015/02/06","","","10.1118/1.4906193"
"25652504","Independent calculation of monitor units for VMAT and SPORT","Chen X, Bush K, Ding A, Xing L.","Med Phys. 2015 Feb;42(2):918-24. doi: 10.1118/1.4906185.","Chen X","Med Phys","2015","2015/02/06","PMC4312348","","10.1118/1.4906185"
"25652503","Knowledge-based prediction of plan quality metrics in intracranial stereotactic radiosurgery","Shiraishi S, Tan J, Olsen LA, Moore KL.","Med Phys. 2015 Feb;42(2):908. doi: 10.1118/1.4906183.","Shiraishi S","Med Phys","2015","2015/02/06","","","10.1118/1.4906183"
"25652502","Proton-induced x-ray fluorescence CT imaging","Bazalova-Carter M, Ahmad M, Matsuura T, Takao S, Matsuo Y, Fahrig R, Shirato H, Umegaki K, Xing L.","Med Phys. 2015 Feb;42(2):900-7. doi: 10.1118/1.4906169.","Bazalova-Carter M","Med Phys","2015","2015/02/06","PMC4312343","","10.1118/1.4906169"
"25652501","Automated and nonbiased regional quantification of functional neuroimaging data","Parker JG, Speidel B, Sherwood MS.","Med Phys. 2015 Feb;42(2):892-9. doi: 10.1118/1.4906130.","Parker JG","Med Phys","2015","2015/02/06","","","10.1118/1.4906130"
"25652500","Rotationally resliced 3D prostate TRUS segmentation using convex optimization with shape priors","Qiu W, Yuan J, Ukwatta E, Fenster A.","Med Phys. 2015 Feb;42(2):877-91. doi: 10.1118/1.4906129.","Qiu W","Med Phys","2015","2015/02/06","","","10.1118/1.4906129"
"25652499","3D calculation of radiation-induced second cancer risk including dose and tissue response heterogeneities","Timlin C, Warren DR, Rowland B, Madkhali A, Loken J, Partridge M, Jones B, Kruse J, Miller R.","Med Phys. 2015 Feb;42(2):866-76. doi: 10.1118/1.4905158.","Timlin C","Med Phys","2015","2015/02/06","","","10.1118/1.4905158"
"25652498","Monte Carlo simulation of the dose response of a novel 2D silicon diode array for use in hybrid MRI-LINAC systems","Gargett M, Oborn B, Metcalfe P, Rosenfeld A.","Med Phys. 2015 Feb;42(2):856-65. doi: 10.1118/1.4905108.","Gargett M","Med Phys","2015","2015/02/06","","","10.1118/1.4905108"
"25652497","Investigating the accuracy of microstereotactic-body-radiotherapy utilizing anatomically accurate 3D printed rodent-morphic dosimeters","Bache ST, Juang T, Belley MD, Koontz BF, Adamovics J, Yoshizumi TT, Kirsch DG, Oldham M.","Med Phys. 2015 Feb;42(2):846-55. doi: 10.1118/1.4905489.","Bache ST","Med Phys","2015","2015/02/06","PMC4304963","","10.1118/1.4905489"
"25652496","Data consistency conditions for truncated fanbeam and parallel projections","Clackdoyle R, Desbat L.","Med Phys. 2015 Feb;42(2):831-45. doi: 10.1118/1.4905161.","Clackdoyle R","Med Phys","2015","2015/02/06","","","10.1118/1.4905161"
"25652495","Real-time ultrasound-tagging to track the 2D motion of the common carotid artery wall in vivo","Zahnd G, Salles S, Liebgott H, Vray D, Sérusclat A, Moulin P.","Med Phys. 2015 Feb;42(2):820-30. doi: 10.1118/1.4905376.","Zahnd G","Med Phys","2015","2015/02/06","","","10.1118/1.4905376"
"25652494","A novel partial volume effects correction technique integrating deconvolution associated with denoising within an iterative PET image reconstruction","Merlin T, Visvikis D, Fernandez P, Lamare F.","Med Phys. 2015 Feb;42(2):804-19. doi: 10.1118/1.4905162.","Merlin T","Med Phys","2015","2015/02/06","","","10.1118/1.4905162"
"25652493","Segmentation-free empirical beam hardening correction for CT","Schüller S, Sawall S, Stannigel K, Hülsbusch M, Ulrici J, Hell E, Kachelrieß M.","Med Phys. 2015 Feb;42(2):794-803. doi: 10.1118/1.4903281.","Schüller S","Med Phys","2015","2015/02/06","","","10.1118/1.4903281"
"25652492","A deterministic solution of the first order linear Boltzmann transport equation in the presence of external magnetic fields","St Aubin J, Keyvanloo A, Vassiliev O, Fallone BG.","Med Phys. 2015 Feb;42(2):780-93. doi: 10.1118/1.4905041.","St Aubin J","Med Phys","2015","2015/02/06","","","10.1118/1.4905041"
"25652491","Automated planning of breast radiotherapy using cone beam CT imaging","Amit G, Purdie TG.","Med Phys. 2015 Feb;42(2):770-9. doi: 10.1118/1.4905111.","Amit G","Med Phys","2015","2015/02/06","","","10.1118/1.4905111"
